segment,anomaly,Signal_Health,train,channel,sampling,duration,Duration_Category,len,mean,var,Variance_Level,std,kurtosis,skew,n_peaks,Engineering_Priority,Peak_Complexity,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
1989,0,Healthy,1,CADC0872,5,250,Medium,51,4.5324282352941155E-7,4.736135697964947E-10,Low,2.1762664584018537E-5,-0.7687576352787411,-0.5431003724970135,1,Low,Simple,1,1,10,17,6.6892398824792E-12,1.446162971847181E-12,1250,255,1.894454279185979E-12,9.286540584244994E-12
1990,0,Healthy,0,CADC0872,5,235,Medium,48,1.6027335416666667E-6,9.295484932278645E-10,Low,3.0488497720088875E-5,-1.4580511813520094,-0.08054177688876994,1,Low,Simple,1,1,8,16,1.666524683373617E-11,2.042900813994521E-12,1175,240,3.955525503097296E-12,1.9365593608913843E-11
1991,0,Healthy,1,CADC0872,5,225,Medium,46,1.5333113260869568E-6,7.412577526836823E-10,Low,2.7226049156711707E-5,-1.478526012201365,-0.047390190665678913,1,Low,Simple,1,1,5,17,1.4628863981034215E-11,1.913699467714969E-12,1125,230,3.294478900816366E-12,1.6114298971384398E-11
1992,0,Healthy,1,CADC0872,5,285,Medium,58,1.1333271034482765E-6,1.03712485026939E-9,Low,3.2204422837079226E-5,-1.4862782337845213,0.06364995001495354,1,Low,Simple,1,1,2,16,1.3144658608775637E-11,1.196731853079178E-12,1447,290,3.639034562348736E-12,1.7881462935679135E-11
1993,0,Healthy,1,CADC0872,5,240,Medium,49,1.0721045959183672E-6,3.229806904863116E-10,Low,1.7971663542541396E-5,-1.4349290376613355,-0.05025863741953269,1,Low,Simple,1,1,5,14,5.667929237664903E-12,1.3491503229192536E-12,1214,245,1.3457528770262983E-12,6.591442662985951E-12
1994,0,Healthy,1,CADC0872,5,235,Medium,48,6.82788125E-7,2.2549305764398207E-10,Low,1.5016426260731348E-5,-1.471223362404603,-0.02492722993381449,1,Low,Simple,1,1,8,15,4.234730670823354E-12,1.0171497462763179E-12,1175,240,9.595449261446045E-13,4.697772034249626E-12
1995,0,Healthy,1,CADC0872,5,195,Medium,40,6.926226825000002E-6,4.489386664377762E-10,Low,2.1188172796109064E-5,-1.222798325420107,-0.3614530458577419,1,Low,Simple,1,1,3,11,9.332028529602198E-12,7.633170057589815E-13,975,200,2.302249571475775E-12,1.1223466660944405E-11
1996,1,Anomalous,0,CADC0872,5,205,Medium,42,-1.1796900404761904E-5,5.718092690596859E-10,Low,2.3912533723126998E-5,2.4103194897344817,0.8051178161510765,2,High,Moderate,2,1,2,4,4.3098224267571493E-10,1.2865259129061767E-9,1025,210,2.789313507608224E-12,1.3614506406182996E-11
1997,1,Anomalous,1,CADC0872,5,295,Medium,37,-3.710702432432433E-5,4.416109882994887E-11,Low,6.6453817670581475E-6,-1.2837920932162326,0.3522458095427211,1,High,Simple,1,0,2,2,6.504589866820991E-12,1.3006116853142863E-11,15275,185,1.496986401015216E-13,1.1935432116202397E-12
1998,0,Healthy,1,CADC0872,5,400,Long,81,-2.1314777160493826E-5,2.130535447298895E-10,Low,1.4596353816275129E-5,-1.3817867183891692,-0.10868698597545381,1,Medium,Simple,1,1,21,25,1.4426161160484376E-12,5.411675655389521E-13,2000,405,5.326338618247238E-13,2.630290675677648E-12
1999,0,Healthy,0,CADC0872,5,435,Long,88,-2.7928586136363632E-6,4.3002136760964767E-10,Low,2.073695656574628E-5,-1.5020933667754899,0.06938725634880236,1,Medium,Simple,1,1,22,31,2.69047385559709E-12,1.4237397148813187E-12,2175,440,9.885548680681556E-13,4.8866064501096324E-12
2000,1,Anomalous,1,CADC0872,5,305,Medium,62,2.7018313387096777E-6,3.503179669074109E-10,Low,1.8716783027737724E-5,0.2751138813205216,0.3768986283623968,3,High,Moderate,1,1,2,3,1.9377831669650744E-10,5.680516372283763E-10,1525,310,1.148583498057085E-12,5.650289788829208E-12
2001,0,Healthy,1,CADC0872,5,225,Medium,46,7.037503478260868E-6,1.645514496917618E-10,Low,1.2827760899383874E-5,-1.4350848437449621,-0.1503978141112555,1,Low,Simple,1,1,10,14,3.4485326203402464E-12,6.794137904066114E-13,1125,230,7.313397764078303E-13,3.5772054280817785E-12
2002,0,Healthy,1,CADC0872,5,325,Medium,66,2.217263072727273E-6,2.2933934068240546E-10,Low,1.5143953931599418E-5,-1.4937155363258623,0.0692127223517155,1,Low,Simple,1,1,15,24,2.372294702010875E-12,7.453228021299936E-13,1625,330,7.056595097920168E-13,3.4748384951879613E-12
2003,0,Healthy,1,CADC0872,5,241,Medium,49,1.1537265306122447E-6,6.082568671503574E-10,Low,2.4662864131125514E-5,-1.4430754377350496,-0.05577196104487659,1,Low,Simple,1,1,6,18,1.0570786615906252E-11,1.4605018950472651E-12,1231,245,2.523887415561649E-12,1.241340545204811E-11
2004,0,Healthy,1,CADC0872,5,270,Medium,55,2.538369581818181E-6,3.7840145935468026E-10,Low,1.9452543775935327E-5,-1.4983806612712551,-0.0012458760428061542,1,Low,Simple,1,1,6,19,5.2256865114257655E-12,6.231670474660108E-13,1350,275,1.4014868864988157E-12,6.880026533721459E-12
2005,0,Healthy,1,CADC0872,5,195,Medium,40,-1.4165992499999999E-5,4.643123757086375E-11,Low,6.814047077241524E-6,-1.3543954279603285,-0.15442742997671108,1,Low,Simple,1,1,12,15,1.4015716015425375E-12,8.970730295232676E-13,975,200,2.381089106198141E-13,1.1607809392715938E-12
2006,0,Healthy,1,CADC0872,5,315,Medium,64,4.088207656249999E-6,6.576752568528873E-10,Low,2.56451799926007E-5,-1.3040683856051443,-0.05469843068546734,1,Low,Simple,1,1,6,20,7.084962960949601E-12,7.578763533716674E-13,1575,320,2.087857958263134E-12,1.0276175888326364E-11
2007,1,Anomalous,1,CADC0872,5,295,Medium,45,-1.0781478622222219E-5,3.164439972399922E-10,Low,1.7788872849059106E-5,-0.9404732282351667,-0.7609767107088559,1,High,Simple,0,0,2,9,3.5633459713522206E-12,4.267483102240388E-12,7475,225,1.0726915160677701E-12,7.032088827555382E-12
2008,1,Anomalous,1,CADC0872,5,250,Medium,43,5.071793023255815E-6,4.386525414521606E-10,Low,2.094403355259346E-5,-1.3948281468525305,-0.36348949451046164,1,High,Simple,1,1,2,2,1.665746959804739E-11,1.1186018187480789E-11,3050,215,1.7546101658086425E-12,1.0201221894236293E-11
2009,0,Healthy,1,CADC0872,5,275,Medium,56,1.2552323928571428E-6,4.207725369914128E-10,Low,2.0512740845421237E-5,-1.4668700504926957,-0.05296476482111933,1,Low,Simple,1,1,11,18,5.833809604869144E-12,1.6983813199929988E-12,1375,280,1.5300819526960464E-12,7.513795303418085E-12
2010,0,Healthy,1,CADC0872,5,250,Medium,51,-3.0286641960784315E-6,1.3446491040224963E-10,Low,1.1595900586079964E-5,-1.0782339000663965,-0.26656429366393064,1,Low,Simple,1,1,14,15,2.231981118256E-12,1.143496143025306E-12,1250,255,5.378596416089986E-13,2.6365668706323456E-12
2011,0,Healthy,1,CADC0872,5,230,Medium,47,6.1859287234042546E-6,1.368762717671771E-10,Low,1.1699413308673948E-5,-1.3888052220798839,-0.13318042598968258,1,Low,Simple,1,1,11,14,2.7288972867582705E-12,1.39250899313847E-12,1150,235,5.95114225074683E-13,2.9122611014293E-12
2012,0,Healthy,1,CADC0872,5,315,Medium,64,4.9410795468749996E-6,4.3487419453912013E-10,Low,2.0853637441442202E-5,-1.482589367485454,-0.038557998664049506,1,Low,Simple,1,1,11,24,4.53517538628879E-12,8.456742782615441E-13,1575,320,1.3805529985368893E-12,6.794909289673752E-12
2013,1,Anomalous,1,CADC0872,5,240,Medium,49,3.871657979591837E-6,5.558118690188564E-10,Low,2.3575662642200673E-5,-0.9654069226587798,-0.2239701504739549,3,High,Moderate,1,1,3,4,7.728609057293971E-11,1.682824372571117E-10,1200,245,2.3158827875785684E-12,1.1343099367731762E-11
2014,0,Healthy,1,CADC0872,5,225,Medium,46,5.068784673913043E-6,4.2312247004127804E-10,Low,2.0569940934316705E-5,-1.3702938718365494,-0.08056104540422918,1,Low,Simple,1,1,5,15,8.231357928628411E-12,1.1324042876171952E-12,1125,230,1.880544311294569E-12,9.19831456611474E-12
2015,0,Healthy,1,CADC0872,5,240,Medium,49,-3.3475531632653068E-6,3.642704119425436E-10,Low,1.9085869431140507E-5,-1.500544362312287,0.004157125534961889,1,Low,Simple,1,1,6,18,6.429755753525347E-12,1.2711571012221591E-12,1200,245,1.5177933830939317E-12,7.434090039643747E-12
2016,0,Healthy,1,CADC0872,5,245,Medium,50,1.3686058400000003E-6,3.2143384377601915E-10,Low,1.7928576178158128E-5,-1.421337383888455,-0.0759496627851173,1,Low,Simple,1,1,11,20,5.469864454356731E-12,1.2513541143711585E-12,1225,250,1.3119748725551802E-12,6.428676875520383E-12
2017,1,Anomalous,0,CADC0872,5,260,Medium,53,3.4311902641509435E-6,2.418690585940391E-10,Low,1.5552140000464217E-5,-1.3573815447577673,-0.16635251781795676,3,High,Moderate,1,1,3,3,1.945309352668816E-11,4.195388991500953E-11,1300,265,9.302656099770734E-13,4.563567143283757E-12
2018,0,Healthy,0,CADC0872,5,240,Medium,49,1.8924467346938775E-6,3.1058357384247507E-10,Low,1.762338145312854E-5,-1.4351218835613058,-0.051470989254875234,1,Low,Simple,1,1,9,17,5.515267310874827E-12,1.3196443729243101E-12,1200,245,1.2940982243436462E-12,6.338440282499491E-12
2019,0,Healthy,1,CADC0872,5,215,Medium,44,-7.76722493181818E-6,2.060523855133377E-10,Low,1.4354524914233062E-5,-1.4967065876745023,-0.012081324585824178,1,Low,Simple,1,1,9,14,4.789885974199283E-12,1.4127169681598593E-12,1075,220,9.583831884341289E-13,4.683008761666766E-12
2020,0,Healthy,1,CADC0872,5,260,Medium,53,-4.217315094339623E-7,7.436648674076769E-10,Low,2.727021942353374E-5,-1.3791609912903253,-0.05775112932465525,1,Low,Simple,1,1,5,17,1.0782885125182543E-11,1.1764645355640139E-12,1300,265,2.8602494900295266E-12,1.4031412592597679E-11
2021,0,Healthy,1,CADC0872,5,227,Medium,47,1.0171093617021282E-6,5.068270463094571E-10,Low,2.2512819599274032E-5,-1.4893014755196259,3.983578572911669E-4,1,Low,Simple,1,1,6,14,9.584282438823818E-12,1.2976219983565434E-12,1129,235,2.2327182656804275E-12,1.0783554176796959E-11
2022,1,Anomalous,1,CADC0872,5,235,Medium,40,-2.0241684999999997E-6,4.4293804398887784E-10,Low,2.1046093318924485E-5,0.4396557477427865,0.8017510297206263,3,High,Moderate,1,1,3,3,2.5620695882802455E-10,8.610221264480051E-10,2975,200,1.8848427403782035E-12,1.1073451099721947E-11
2023,0,Healthy,0,CADC0872,5,250,Medium,51,6.863399019607844E-7,3.5525521367092E-10,Low,1.8848215132232547E-5,-1.454770159572533,-0.04016032732833655,1,Low,Simple,1,1,7,15,5.8725966661630004E-12,1.5117331510271766E-12,1250,255,1.42102085468368E-12,6.965788503351373E-12
2024,0,Healthy,1,CADC0872,5,235,Medium,48,-9.070271500000001E-7,1.5316122437890952E-10,Low,1.2375832270150945E-5,-1.1484399384977733,-0.18367055601197463,1,Low,Simple,1,1,10,16,2.9155663761753867E-12,1.174115801698125E-12,1175,240,6.517498909740831E-13,3.1908588412272816E-12
2025,0,Healthy,1,CADC0872,5,220,Medium,45,4.705147708888888E-6,1.3989396297407915E-10,Low,1.1827677835233725E-5,-1.497041897456654,0.009389462121648939,1,Low,Simple,1,1,8,15,3.0999152940104075E-12,1.1401860704129446E-12,1100,225,6.358816498821779E-13,3.1087547327573143E-12
2026,1,Anomalous,1,CADC0872,5,220,Medium,45,-5.373102222222227E-7,6.083054350272955E-10,Low,2.466384874725142E-5,-1.149009005201655,-0.29047596650553664,1,High,Simple,1,1,3,3,2.603506795644008E-11,3.334006068772244E-11,1100,225,2.7650247046695248E-12,1.3517898556162122E-11
2027,0,Healthy,1,CADC0872,5,220,Medium,45,7.21340688888889E-6,5.210523883782837E-10,Low,2.282657198044165E-5,-1.4976287221366305,-0.0017170857315178885,1,Low,Simple,1,1,6,14,1.0836617957533469E-11,1.6412923495665765E-12,1100,225,2.368419947174017E-12,1.157894196396186E-11
2028,0,Healthy,1,CADC0872,5,225,Medium,46,2.8724782608694764E-8,3.981584868210337E-10,Low,1.9953909061159763E-5,-1.4400924643568,-0.03281619682358324,1,Low,Simple,1,1,8,16,8.052227640426665E-12,1.3634577153477276E-12,1125,230,1.7695932747601497E-12,8.655619278718125E-12
2029,0,Healthy,1,CADC0872,5,235,Medium,48,-2.7431883333333344E-7,4.32804834045819E-10,Low,2.0803961979532146E-5,-1.4832892554032633,-0.009322165942743368,1,Low,Simple,1,1,5,14,7.829785247383388E-12,1.0571960312814443E-12,1175,240,1.841722698067315E-12,9.016767375954562E-12
2030,0,Healthy,1,CADC0872,5,240,Medium,49,1.3573850204081631E-6,2.651341369924146E-10,Low,1.6282940059842223E-5,-1.3992044930298932,-0.11569621415635718,1,Low,Simple,1,1,11,16,4.821113881076493E-12,1.609504609806012E-12,1200,245,1.1047255708017275E-12,5.410900754947237E-12
2031,0,Healthy,1,CADC0872,5,225,Medium,46,2.043107913043478E-6,3.4309790358596737E-10,Low,1.8522902137245325E-5,-1.4016356920672348,-0.07911922198901405,1,Low,Simple,1,1,5,14,6.541124696631329E-12,7.703515302377195E-13,1125,230,1.5248795714931884E-12,7.458650077955813E-12
2032,0,Healthy,1,CADC0872,5,205,Medium,42,-6.796630476190475E-6,2.9131665179129027E-10,Low,1.7068000814134333E-5,-1.4310063893254672,0.022618176255366503,1,Low,Simple,1,1,4,11,6.894410191041762E-12,8.866031962087508E-13,1025,210,1.4210568380062941E-12,6.9361107569354826E-12
2033,0,Healthy,1,CADC0872,5,215,Medium,44,5.9175781818181816E-6,7.065265938979694E-10,Low,2.6580567975458488E-5,-1.15290334187831,-0.23532692056483762,1,Low,Simple,1,1,3,11,1.355857979720227E-11,9.516724721677987E-13,1075,220,3.2861702041766018E-12,1.6057422588590212E-11
2034,0,Healthy,1,CADC0872,5,225,Medium,46,-8.688482826086955E-7,8.094559537842459E-10,Low,2.8450939418308247E-5,-1.4898828843344318,5.583185207966515E-4,1,Low,Simple,1,1,2,11,1.5891104061193184E-11,1.7926023138946435E-12,1125,230,3.5975820168188708E-12,1.7596868560527084E-11
2035,0,Healthy,1,CADC0872,5,220,Medium,45,5.636126888888887E-7,6.32161648796707E-10,Low,2.5142824996342536E-5,-1.46516991382282,-0.017759938212833965,1,Low,Simple,1,1,6,14,1.3146332515544839E-11,1.952294917708217E-12,1100,225,2.873462039985032E-12,1.4048036639926822E-11
2036,0,Healthy,0,CADC0872,5,245,Medium,50,3.4546130400000002E-6,3.2424710538380645E-10,Low,1.8006862730187244E-5,-1.1539485543674133,-0.2797531648863802,1,Low,Simple,1,1,8,17,5.344393516968827E-12,1.4395605601353258E-12,1225,250,1.3234575729951284E-12,6.484942107676129E-12
2037,0,Healthy,1,CADC0872,5,225,Medium,46,-2.7923165217391366E-7,2.678924049395454E-10,Low,1.6367419006659096E-5,-1.0938299336310968,-0.29286841369973476,1,Low,Simple,1,1,3,15,4.847990506775624E-12,8.439774521053231E-13,1125,230,1.190632910842424E-12,5.823747933468379E-12
2038,0,Healthy,1,CADC0872,5,215,Medium,44,7.702657954545446E-7,4.322429307276829E-10,Low,2.0790452874521107E-5,-1.4690274020233642,-0.016840458135636116,1,Low,Simple,1,1,7,14,9.338902011236208E-12,1.8927670990842963E-12,1075,220,2.0104322359427114E-12,9.823702971083703E-12
2039,0,Healthy,1,CADC0872,5,231,Medium,47,2.659975744680851E-6,6.933844055347692E-10,Low,2.633219332935958E-5,-1.3433433281585607,-0.12543927318018533,1,Low,Simple,1,1,4,12,1.2919472976740074E-11,1.1564135983920984E-12,1161,235,3.001664093224109E-12,1.4752859692229133E-11
2040,0,Healthy,0,CADC0872,5,250,Medium,51,3.0010220980392156E-6,7.287378901055507E-10,Low,2.6995145676686963E-5,-1.1976302492715116,-0.2220113897676286,1,Low,Simple,1,1,7,18,1.0352068418771158E-11,1.823639704631047E-12,1250,255,2.914951560422203E-12,1.428897823736374E-11
2041,0,Healthy,0,CADC0872,5,190,Medium,39,-9.528309358974358E-6,1.4948776122670719E-10,Low,1.2226518769736019E-5,-1.023284968911746,-0.3689711613874281,1,Low,Simple,1,1,8,14,3.5820819816176537E-12,9.805916665386222E-13,950,195,7.867776906668799E-13,3.8330195186335175E-12
2042,0,Healthy,0,CADC0872,5,255,Medium,52,2.0454179807692304E-6,8.171366298459965E-10,Low,2.8585601792615745E-5,-1.4555853855980172,-0.013965124045854083,1,Low,Simple,1,1,1,17,1.2679508706654267E-11,9.73457259909E-13,1275,260,3.2044573719450842E-12,1.5714165958576854E-11
2043,0,Healthy,1,CADC0872,5,220,Medium,45,-2.588592555555556E-6,4.82975821958125E-10,Low,2.1976710899452743E-5,-0.8788411344468554,-0.611740100982194,1,Low,Simple,1,1,8,14,6.118875665544732E-12,1.0098046016132236E-12,1100,225,2.1953446452642045E-12,1.073279604351389E-11
2044,0,Healthy,1,CADC0872,5,225,Medium,46,3.890899086956522E-6,4.99780867463359E-10,Low,2.2355779285530598E-5,-0.8033842929099504,-0.5128962255934782,1,Low,Simple,1,1,3,15,7.945194987541268E-12,6.322300912536856E-13,1125,230,2.221248299837151E-12,1.0864801466594761E-11
2045,0,Healthy,1,CADC0872,5,235,Medium,48,1.7362872916666668E-6,7.625801550870739E-10,Low,2.761485388494884E-5,-1.4580165273557566,-0.046023070359663944,1,Low,Simple,1,1,4,15,1.3502212330864735E-11,1.5174087013313815E-12,1175,240,3.24502193654074E-12,1.588708656431404E-11
2046,0,Healthy,1,CADC0872,5,211,Medium,43,-1.1140367441860465E-6,4.272914906079848E-10,Low,2.067103022609141E-5,-1.38238328723924,-0.11406128431075163,1,Low,Simple,1,1,5,13,9.313548650681632E-12,1.1587106211785835E-12,1061,215,2.025078154540212E-12,9.937011409488019E-12
2047,0,Healthy,1,CADC0872,5,235,Medium,48,2.9478083541666664E-6,2.9511849992714855E-10,Low,1.7179013357208514E-5,-1.3749994884505523,-0.0923911776893706,1,Low,Simple,1,1,6,19,5.165145183641465E-12,1.1854924283034007E-12,1175,240,1.255823403945313E-12,6.148302081815595E-12
2048,0,Healthy,1,CADC0872,5,237,Medium,48,2.5431276458333335E-6,1.794168282094284E-10,Low,1.3394656703679584E-5,-1.4445769502133607,-0.0030486587964504625,1,Low,Simple,1,1,4,15,3.37582791020385E-12,4.536014789646708E-13,1199,240,7.570330304195291E-13,3.737850587696425E-12
2049,0,Healthy,1,CADC0872,5,229,Medium,46,-9.333506521739096E-8,1.6492920295395704E-10,Low,1.2842476511715216E-5,-1.503451314818584,-0.012878139725603744,1,Low,Simple,1,1,5,14,3.2905121107604694E-12,5.627190412156822E-13,1169,230,7.202148600609478E-13,3.585417455520805E-12
2050,0,Healthy,1,CADC0872,5,235,Medium,48,1.7989268124999996E-6,1.4142479971755542E-10,Low,1.1892215929655643E-5,-1.460208574613688,-0.014290927147116463,1,Low,Simple,1,1,11,16,2.676570169956978E-12,7.022371805290186E-13,1175,240,6.018076583725762E-13,2.946349994115738E-12
2051,0,Healthy,1,CADC0872,5,226,Medium,46,3.780932934782609E-6,1.491759254384509E-10,Low,1.2213759676629096E-5,-1.4774042866817647,-0.03776595126974256,1,Low,Simple,1,1,7,15,3.090893710236113E-12,7.796109862358308E-13,1136,230,6.600704665418181E-13,3.242954900835889E-12
2052,0,Healthy,1,CADC0872,5,250,Medium,51,1.866454921568627E-6,5.70220809449375E-10,Low,2.3879296669905818E-5,-1.4432510177895959,-0.022484917622113798,1,Low,Simple,1,1,4,18,9.051200390592441E-12,1.0286567681515523E-12,1250,255,2.2808832377975E-12,1.1180800185281864E-11
2053,1,Anomalous,1,CADC0872,5,225,Medium,46,-1.1464999782608693E-6,2.9205871976697894E-10,Low,1.7089725561488076E-5,-0.5332121014135613,-0.42352621461938805,3,High,Moderate,1,1,2,4,4.3519254388447936E-11,8.255584960082022E-11,1125,230,1.2980387545199064E-12,6.349102603629977E-12
2054,0,Healthy,1,CADC0872,5,245,Medium,50,6.641711179999999E-6,7.162696627920707E-10,Low,2.6763214732017352E-5,-0.7804901007832994,-0.5870695631137711,1,Low,Simple,1,1,6,18,9.240430252736441E-12,1.6181949369990135E-12,1225,250,2.923549644049268E-12,1.4325393255841414E-11
2055,0,Healthy,1,CADC0872,5,265,Medium,54,5.6881284259259255E-6,1.026029118418024E-9,Low,3.2031689284488636E-5,-1.407236277116529,-0.09026418796062725,1,Low,Simple,1,1,6,19,1.4033993545353989E-11,1.631225667984247E-12,1325,270,3.871807994030279E-12,1.9000539229963406E-11
2056,0,Healthy,1,CADC0872,5,210,Medium,43,-5.731291599999998E-6,4.085934181865746E-10,Low,2.0213693828357413E-5,-1.5240908734978484,0.019763316196464122,1,Low,Simple,1,1,4,11,9.272850374909201E-12,1.2100567908698461E-12,1050,215,1.9456829437455932E-12,9.50217251596685E-12
2057,0,Healthy,1,CADC0872,5,255,Medium,52,3.4870044230769236E-6,8.054077326889326E-10,Low,2.837970635311318E-5,-1.5027936032551983,0.0029388158108115247,1,Low,Simple,1,1,5,16,1.2487092946204617E-11,1.508857415395999E-12,1275,260,3.1584616968193436E-12,1.5488610244017934E-11
2058,0,Healthy,0,CADC0872,5,256,Medium,52,2.5952744999999998E-6,4.801447025547804E-10,Low,2.1912204420249015E-5,-1.4978255065060835,0.00292506403977722,1,Low,Simple,1,1,7,16,7.443739260937545E-12,1.0632090531499207E-12,1286,260,1.875565244354611E-12,9.233551972207315E-12
2059,0,Healthy,1,CADC0872,5,261,Medium,53,-1.782453471698113E-6,3.0814253568243047E-10,Low,1.7553989167207277E-5,-1.490180818525342,-2.3708516839911087E-4,1,Low,Simple,1,1,7,18,4.728935913667634E-12,9.942356078952563E-13,1311,265,1.1806227420782777E-12,5.8140101072156696E-12
2060,0,Healthy,1,CADC0872,5,245,Medium,50,7.064198500000001E-6,5.163320264178197E-10,Low,2.2722940531934233E-5,-1.4669161669155064,-0.04070356844689662,1,Low,Simple,1,1,8,19,8.77131827882747E-12,1.4182803708243681E-12,1225,250,2.1074776588482437E-12,1.0326640528356394E-11
2061,0,Healthy,1,CADC0872,5,220,Medium,45,-3.786227044444444E-6,6.078579653982617E-10,Low,2.4654775711781716E-5,-1.3048457237353313,-0.15002787008814827,1,Low,Simple,1,1,5,14,1.186445924403549E-11,1.8861450954656693E-12,1100,225,2.76299075181028E-12,1.3507954786628036E-11
2062,0,Healthy,1,CADC0872,5,255,Medium,52,-6.024436538461535E-7,1.0555071532848655E-9,Low,3.2488569578928305E-5,-1.5000571762907648,0.013283445472361693,1,Low,Simple,1,1,4,16,1.6198297343170012E-11,1.8012949261680007E-12,1275,260,4.139243738372021E-12,2.0298214486247412E-11
2063,0,Healthy,1,CADC0872,5,220,Medium,45,-6.672847511111111E-6,3.219771422456184E-10,Low,1.7943721527197707E-5,-0.4981591962125802,-0.7845009995268448,1,Low,Simple,1,1,10,16,4.523463770643157E-12,1.1612517653432725E-12,1100,225,1.4635324647528108E-12,7.155047605458186E-12
